0.0100	2.03
0.0110	2.23
0.0120	2.44
0.0130	2.64
0.0140	2.84
0.0150	3.05
0.0160	3.25
0.0170	3.45
0.0180	3.65
0.0200	4.05
0.0225	4.55
0.0250	5.06
0.0275	5.56
0.0300	6.07
0.0325	6.57
0.0350	7.06
0.0375	7.55
0.0400	8.03
0.0450	8.98
0.0500	9.89
0.0550	10.78
0.0600	11.65
0.0650	12.48
0.0700	13.30
0.0800	14.87
0.0900	16.37
0.100	17.80
0.110	19.19
0.120	20.52
0.130	21.82
0.140	23.09
0.150	24.32
0.160	25.53
0.170	26.71
0.180	27.87
0.200	30.12
0.225	32.84
0.250	35.45
0.275	37.98
0.300	40.44
0.325	42.82
0.350	45.14
0.375	47.40
0.400	49.61
0.450	53.85
0.500	57.91
0.550	61.78
0.600	65.49
0.650	69.04
0.700	72.44
0.800	78.86
0.900	84.81
1.00	90.37
1.10	95.59
1.20	100.53
1.30	105.24
1.40	109.75
1.50	114.09
1.60	118.30
1.70	122.38
1.80	126.38
2.00	134.13
2.25	143.53
2.50	152.72
2.75	161.79
3.00	170.81
3.25	179.84
3.50	188.92
3.75	198.06
4.00	207.29
4.50	226.10
5.00	245.44
5.50	265.40
6.00	286.02
6.50	307.36
7.00	329.45
8.00	376.01
9.00	425.91
10.0	479.33
