0.0100	2.00
0.0110	2.21
0.0120	2.42
0.0130	2.62
0.0140	2.83
0.0150	3.03
0.0160	3.24
0.0170	3.44
0.0180	3.64
0.0200	4.05
0.0225	4.57
0.0250	5.08
0.0275	5.59
0.0300	6.10
0.0325	6.60
0.0350	7.09
0.0375	7.57
0.0400	8.04
0.0450	8.96
0.0500	9.85
0.0550	10.72
0.0600	11.56
0.0650	12.38
0.0700	13.17
0.0800	14.72
0.0900	16.19
0.100	17.62
0.110	19.00
0.120	20.34
0.130	21.64
0.140	22.91
0.150	24.15
0.160	25.36
0.170	26.54
0.180	27.70
0.200	29.95
0.225	32.65
0.250	35.23
0.275	37.70
0.300	40.09
0.325	42.39
0.350	44.60
0.375	46.75
0.400	48.83
0.450	52.79
0.500	56.53
0.550	60.08
0.600	63.45
0.650	66.66
0.700	69.75
0.800	75.56
0.900	80.98
1.00	86.10
1.10	90.96
1.20	95.61
1.30	100.10
1.40	104.45
1.50	108.68
1.60	112.82
1.70	116.89
1.80	120.88
2.00	128.74
2.25	138.38
2.50	147.91
2.75	157.40
3.00	166.90
3.25	176.44
3.50	186.07
3.75	195.79
4.00	205.62
4.50	225.68
5.00	246.32
5.50	267.58
6.00	289.51
6.50	312.12
7.00	335.45
8.00	384.31
9.00	436.19
10.0	491.17
