0.0100	1.21
0.0110	1.33
0.0120	1.45
0.0130	1.56
0.0140	1.68
0.0150	1.80
0.0160	1.91
0.0170	2.03
0.0180	2.14
0.0200	2.37
0.0225	2.65
0.0250	2.94
0.0275	3.21
0.0300	3.49
0.0325	3.76
0.0350	4.03
0.0375	4.30
0.0400	4.57
0.0450	5.09
0.0500	5.61
0.0550	6.12
0.0600	6.63
0.0650	7.13
0.0700	7.62
0.0800	8.59
0.0900	9.54
0.100	10.48
0.110	11.40
0.120	12.29
0.130	13.18
0.140	14.04
0.150	14.89
0.160	15.73
0.170	16.55
0.180	17.35
0.200	18.93
0.225	20.82
0.250	22.63
0.275	24.38
0.300	26.06
0.325	27.69
0.350	29.26
0.375	30.78
0.400	32.26
0.450	35.10
0.500	37.78
0.550	40.34
0.600	42.77
0.650	45.11
0.700	47.35
0.800	51.59
0.900	55.55
1.00	59.29
1.10	62.83
1.20	66.21
1.30	69.45
1.40	72.57
1.50	75.60
1.60	78.53
1.70	81.38
1.80	84.17
2.00	89.58
2.25	96.09
2.50	102.40
2.75	108.56
3.00	114.61
3.25	120.58
3.50	126.51
3.75	132.40
4.00	138.27
4.50	150.01
5.00	161.78
5.50	173.65
6.00	185.64
6.50	197.77
7.00	210.07
8.00	235.22
9.00	261.18
10.0	287.99
