0.00110	0.09297
0.00120	0.10006
0.00130	0.10713
0.00140	0.11420
0.00150	0.12125
0.00160	0.12831
0.00170	0.13537
0.00180	0.14243
0.00200	0.15656
0.00225	0.17427
0.00250	0.19202
0.00275	0.20983
0.00300	0.22769
0.00325	0.24560
0.00350	0.26357
0.00375	0.28159
0.00400	0.29965
0.00450	0.33592
0.00500	0.37234
0.00550	0.40887
0.00600	0.44549
0.00650	0.48218
0.00700	0.51891
0.00800	0.59244
0.00900	0.66591
0.01000	0.73921
0.01100	0.81226
0.01200	0.88496
0.01300	0.95729
0.01400	1.03
0.01500	1.10
0.01600	1.17
0.01700	1.24
0.01800	1.31
0.02000	1.46
0.02250	1.64
0.02500	1.82
0.02750	2.00
0.03000	2.17
0.03250	2.34
0.03500	2.51
0.03750	2.68
0.04000	2.84
0.04500	3.16
0.05000	3.47
0.05500	3.76
0.06000	4.05
0.06500	4.33
0.07000	4.60
0.08000	5.12
0.09000	5.61
0.10000	6.09
0.11000	6.55
0.12000	7.00
0.13000	7.44
0.14000	7.87
0.15000	8.28
0.16000	8.69
0.17000	9.09
0.18000	9.49
0.20000	10.25
0.22500	11.17
0.25000	12.06
0.27500	12.92
0.30000	13.74
0.32500	14.55
0.35000	15.32
0.37500	16.08
0.40000	16.82
0.45000	18.23
0.50000	19.57
0.55000	20.85
0.60000	22.08
0.65000	23.25
0.70000	24.37
0.80000	26.50
0.90000	28.48
1.00	30.35
1.10	32.12
1.20	33.81
1.30	35.44
1.40	37.02
1.50	38.56
1.60	40.06
1.70	41.53
1.80	42.98
2.00	45.83
2.25	49.33
2.50	52.81
2.75	56.28
3.00	59.78
3.25	63.30
3.50	66.87
3.75	70.50
4.00	74.17
4.50	81.73
5.00	89.56
5.50	97.69
6.00	106.14
6.50	114.91
7.00	124.03
8.00	143.32
9.00	164.07
10.00	186.32
11.00	210.12
12.00	235.48
13.00	262.44
14.00	291.02
15.00	321.23
16.00	353.09
17.00	386.51
18.00	421.50
20.00	496.53
22.50	599.59
25.00	712.50
27.50	835.14
30.00	967.41
32.50	1110
35.00	1260
37.50	1420
40.00	1590
45.00	1960
50.00	2360
55.00	2800
60.00	3270
65.00	3780
70.00	4320
80.00	5510
90.00	6850
100.0	8320
