0.0100	1.08
0.0110	1.19
0.0120	1.29
0.0130	1.39
0.0140	1.49
0.0150	1.58
0.0160	1.68
0.0170	1.78
0.0180	1.88
0.0200	2.07
0.0225	2.32
0.0250	2.55
0.0275	2.79
0.0300	3.02
0.0325	3.25
0.0350	3.48
0.0375	3.71
0.0400	3.94
0.0450	4.39
0.0500	4.84
0.0550	5.28
0.0600	5.73
0.0650	6.16
0.0700	6.59
0.0800	7.44
0.0900	8.27
0.100	9.08
0.110	9.88
0.120	10.65
0.130	11.41
0.140	12.15
0.150	12.87
0.160	13.58
0.170	14.28
0.180	14.97
0.200	16.30
0.225	17.92
0.250	19.47
0.275	20.97
0.300	22.42
0.325	23.83
0.350	25.20
0.375	26.54
0.400	27.84
0.450	30.36
0.500	32.77
0.550	35.08
0.600	37.32
0.650	39.47
0.700	41.56
0.800	45.53
0.900	49.27
1.00	52.79
1.10	56.14
1.20	59.31
1.30	62.34
1.40	65.24
1.50	68.03
1.60	70.71
1.70	73.30
1.80	75.81
2.00	80.62
2.25	86.34
2.50	91.80
2.75	97.08
3.00	102.21
3.25	107.24
3.50	112.21
3.75	117.12
4.00	122.00
4.50	131.71
5.00	141.42
5.50	151.19
6.00	161.05
6.50	171.03
7.00	181.15
8.00	201.91
9.00	223.42
10.0	245.78
