0.0100	5.82
0.0110	6.19
0.0120	6.54
0.0130	6.87
0.0140	7.19
0.0150	7.50
0.0160	7.80
0.0170	8.09
0.0180	8.38
0.0200	8.93
0.0225	9.60
0.0250	10.25
0.0275	10.88
0.0300	11.49
0.0325	12.09
0.0350	12.67
0.0375	13.24
0.0400	13.81
0.0450	14.91
0.0500	15.99
0.0550	17.04
0.0600	18.09
0.0650	19.13
0.0700	20.17
0.0800	22.26
0.0900	24.37
0.100	26.52
0.110	28.72
0.120	30.98
0.130	33.30
0.140	35.69
0.150	38.15
0.160	40.69
0.170	43.30
0.180	45.99
0.200	51.60
0.225	59.05
0.250	67.00
0.275	75.45
0.300	84.38
0.325	93.80
0.350	103.69
0.375	114.06
0.400	124.90
0.450	147.94
0.500	172.79
0.550	199.40
0.600	227.76
0.650	257.82
0.700	289.56
0.800	357.96
0.900	432.90
1.00	514.28
1.10	602.02
1.20	696.53
1.30	797.88
1.40	905.51
1.50	1020
1.60	1140
1.70	1260
1.80	1400
2.00	1680
2.25	2060
2.50	2470
2.75	2920
3.00	3410
3.25	3920
3.50	4470
3.75	5050
4.00	5660
4.50	6970
5.00	8410
5.50	9960
6.00	11630
6.50	13420
7.00	15330
8.00	19480
9.00	24070
10.0	29100
